id,filename,text_in_image,text_english,sentiment,category,notes
jp_019,IMG_0100.jpeg,俺は長男だから我慢できたけど、次男だったら我慢できなかった,"I could endure it because I'm the eldest son, but if I were the second son I couldn't",funny,anime_demon_slayer,Famous Tanjiro quote - became meme
jp_020,IMG_0099.jpeg,俺は泣いた / オタク趣味に理解があってフレンドリーなギャルなんて存在しないんだよ,I cried / A friendly gal who understands otaku hobbies doesn't exist,funny,anime_demon_slayer,Manga panel about otaku fantasy girlfriend
jp_021,IMG_0098.jpeg,俺もそうします！/ きっと仲良くなれると思う,I'll do that too! / I think we can become good friends,wholesome,anime_demon_slayer,Cute chibi Demon Slayer characters
jp_022,IMG_0097.jpeg,配慮かなぁ!? 配慮が欠けていて残酷です!!,Is that consideration!? You lack consideration and it's cruel!!,funny,anime_demon_slayer,Tanjiro angry face - famous meme expression
jp_023,IMG_0096.jpeg,寝るわw / #画像で笑ったら寝ろ,I'm going to sleep lol / #SleepIfYouLaughAtThisImage,funny,cat_meme,Cat with catnip making funny faces
jp_024,IMG_0095.jpeg,おやすみ / ever ever... Forever Shine,Goodnight / ever ever... Forever Shine,funny,anime_crossover,K-ON girls with Frieza (Dragon Ball) crossover
jp_025,IMG_0094.jpeg,信長のむれがあらわれた!! / さまよう信長 / ぼっち信長 / 第六天魔王 / チャラい信長 / なげきの信長,A herd of Nobunaga appeared!! / Wandering Nobunaga / Lonely Nobunaga / Sixth Demon King / Flashy Nobunaga / Lamenting Nobunaga,funny,gaming_history,Different game versions of Oda Nobunaga - RPG style
jp_026,IMG_0093.jpeg,YO! 明日も労働! / 何があったかい布団! そんなもののために働く疑問!,YO! Work again tomorrow! / What happened warm futon! Question of working for such things!,sarcastic,daily_life,Comic about not wanting to work vs warm bed
jp_027,IMG_0092.jpeg,「とっとこハム太郎2」です / 「ちんぽこカメ太郎」っちゅうのやってんの？,"""It's Tottoko Hamtaro 2"" / ""Are you playing Chinpoko Kametaro?""",funny,tv_show,Child mishearing game title on TV show - classic viral clip
jp_028,IMG_0091.jpeg,何故、数ある企業の中で当社を選んだのですか？/ 安価は絶対です！,Why did you choose our company? / The low price is absolute!,funny,internet_culture,2ch ASCII art job interview meme
jp_029,IMG_0090.jpeg,完全に一致,Completely identical,funny,comparison,Thomas the Tank Engine vs Japanese performer face comparison
jp_030,IMG_0089.jpeg,ハイ。死刑。次の方〜,Yes. Death penalty. Next please~,sarcastic,internet_culture,Bokete-style meme with stern judge
jp_031,IMG_0088.jpeg,(No text - Pokemon crossover),Pokemon crossover with Gintama,funny,anime_crossover,Gintama's Shinpachi as Ash with human-faced Pikachu
jp_032,IMG_0087.jpeg,ふしぎなアメ,Rare Candy,funny,gaming_pokemon,Crying Pikachu being fed Rare Candies - Pokemon game reference
jp_033,IMG_0086.jpeg,申し訳ありませんでした / 保釈後の会見 / 体重は20kg減,I'm very sorry / Press conference after bail / Lost 20kg,sarcastic,news,Famous Japanese apology bow press conference
jp_034,IMG_0085.jpeg,(No text - Evangelion),Evangelion Gendo shaving meme,funny,anime_evangelion,Gendo Ikari shaving - rare happy expression edit
jp_035,IMG_0084.jpeg,#画像で笑ったら寝ろ,#SleepIfYouLaughAtThisImage,funny,sports,Kei Nishikori (tennis player) funny face during match
jp_036,IMG_0083.jpeg,#画像で笑ったら寝ろ,#SleepIfYouLaughAtThisImage,funny,photo_funny,Baby with dog ears illusion behind
jp_037,IMG_0082.jpeg,30社受けて全滅 何がいけないのかわからない / 雇ったところで「もうけがない」から。,"Applied to 30 companies, all rejected. Don't know what's wrong / ""No profit"" even if hired",sarcastic,bokete,"Bokete meme about job hunting failure - wordplay on ""mouke"""
jp_038,IMG_0081.jpeg,#画像で笑ったら寝ろ,#SleepIfYouLaughAtThisImage,funny,stock_photo,Butler/waiter stock photo in different poses
jp_039,IMG_0080.jpeg,虹川先輩の呼び出し!! 女芸人同士がマジ対決,Nijikawa-senpai's call!! Female comedians' serious battle,funny,tv_variety,Japanese comedian with rubber bands on face
jp_040,IMG_0079.jpeg,帝のアゴは / 67度!!,The Emperor's chin is / 67 degrees!!,funny,anime_history,Historical anime character with protractor measuring chin angle
jp_041,IMG_0078.jpeg,ドリンクバーにパシらせた事、後悔させてやるぜ,I'll make you regret making me fetch drinks,sarcastic,bokete,Boy at toilet plotting revenge - Bokete style
jp_042,IMG_0077.jpeg,#画像で笑ったら寝ろ / 俺がもう笑っちゃったから寝ます,#SleepIfYouLaugh / I already laughed so I'm going to sleep,funny,reaction,Funny face close-up webcam photo
jp_043,IMG_0076.jpeg,#画像で笑ったら寝ろ,#SleepIfYouLaughAtThisImage,funny,idol,Japanese idol with dandelion - seeds in hair illusion
jp_044,IMG_0075.jpeg,「ふんじゃった♪」じゃねえよ。謝れよ。,"Don't just say ""I stepped on it♪"". Apologize.",funny,cat_bokete,Angry cat demanding apology - Bokete meme
jp_045,IMG_0074.jpeg,後手の勝ち / 五連 / 先手 / 後手,Second player wins / Five in a row,funny,gaming,Gomoku (five-in-a-row) game where black pieces form middle finger shape
jp_046,IMG_0073.jpeg,#画像で笑ったら寝ろ,#SleepIfYouLaughAtThisImage,funny,cat_meme,Cat drinking water upside down in sink
jp_047,IMG_0072.jpeg,今回も捌かれないね…,Looks like I won't be filleted this time either...,funny,gaming_vocaloid,"Fish character as magical girl - ""Imasugu Rinne"" x Fish meme crossover"
jp_048,IMG_0071.jpeg,島流しだと救いだったので桜羽エマを溶岩にぶち込みました(?),Exile was too easy so I threw Sakuraha Ema into lava (?),funny,vtuber,VTuber chibi floating in lava with pool ring
jp_049,IMG_0070.jpeg,えっちってたのしいね / 最大40連,"Lewd stuff is fun, right / Max 40 pulls",funny,anime_gundam,Gundam Unicorn's Riddhe in dating sim parody style
jp_050,IMG_0069.jpeg,福留孝介 / スピリッツ5000 / 2025 Series2 OB,Fukudome Kosuke / Spirits 5000 / 2025 Series2 OB,neutral,gaming_baseball,Pro Yakyu Spirits A custom baseball card
jp_051,IMG_0068.jpeg,ハッピーセットを悪用して金儲けするトーマス・コウと転売ヤーはカミーユの操るティターンズのガンダムMarkIIに踏み潰されて殺されろよ！！,Thomas Ko and scalpers who abuse Happy Meals should be stomped by Kamille's Titans Gundam Mark II!!,sarcastic,anime_gundam,Gundam stepping on Happy Meal scalpers
jp_052,IMG_0065.jpeg,高所得者 自害しろ,"High earners, end yourselves",sarcastic,anime_frieren,Frieren anime with dark humor speech bubble edit
jp_053,IMG_0067.jpeg,千鳥の鬼レンチャン / スゴいわ / Don't you worry 'bout a thing,Chidori's Oni Renchan / Amazing / Don't you worry 'bout a thing,funny,tv_variety,TV singing show with hand-drawn pitch bar
jp_054,IMG_0066.jpeg,うっかりすぎハロウィン!! / ハロウィン,Oops Too Much Halloween!!,funny,anime_fate,Fate/Zero Tokiomi faces on Halloween drink promo
jp_055,IMG_0064.jpeg,NIKKE新キャラ！？！？！？,NIKKE new character!?!?!?,funny,gaming_crossover,Dragon Ball's Broly as NIKKE gacha game character
jp_056,IMG_0063.jpeg,弓ガチャきて英雄王おるやん！回したろ^^ ⇒金弓きた‼️英雄王きたか⁉️ ナポレオン,Bow gacha has Hero King! Let me roll^^ ⇒Got gold bow!! Hero King!? Napoleon,funny,gaming_fgo,"FGO gacha expectation vs reality - wanted Gilgamesh, got Napoleon"
jp_057,IMG_0062.jpeg,中国人転売ヤー「これから毎日ハッピーセットポケカ転売して金儲けしようぜ！」,"Chinese scalper: ""Let's resell Happy Meal Pokemon cards every day!""",sarcastic,social_commentary,Anti-scalper meme about Happy Meal resellers
jp_058,IMG_0061.jpeg,祝7周年！ウィークリーミッション開催中！/ こんな夢を見た,Celebrating 7th Anniversary! Weekly Mission! / I had this dream,funny,gaming_onepiece,One Piece Bounty Rush fake 7th anniversary event
jp_059,IMG_0060.jpeg,"萩原京平vs平本蓮2 ""裏メイン再び、交わる""","Hagiwara Kyohei vs Hiramoto Ren 2 ""Behind the main event, crossing again""",neutral,sports_mma,RIZIN MMA fighters comparison collage
jp_060,IMG_0059.jpeg,こどもゴジラのフリー素材 コラ画像にどうぞ,"Child Godzilla free material, feel free to use for edits",wholesome,vtuber_template,Kanari VTuber baby Godzilla template + candle edit
jp_061,IMG_0058.jpeg,SNS 疲れた / AIによる概要：仮に消してもどうせまた戻ってきます。ようこそ中毒の世界へ。,"SNS tired / AI Summary: Even if you delete it, you'll come back anyway. Welcome to addiction.",sarcastic,tech_humor,Google AI giving savage response about SNS addiction
jp_062,IMG_0057.jpeg,動きたくない / やめなさいこいし,Don't want to move / Stop it Koishi,funny,gaming_touhou,Touhou Project Koishi refusing to move
jp_063,IMG_0056.jpeg,ブス負け組一重 / 重アゴやばい団子鼻... (insults list),Ugly loser single eyelid / Double chin awful dumpling nose...,offensive,fetish_content,List of insults - niche fetish content
jp_064,IMG_0055.jpeg,滾回中国去,Go back to China,political,political_satire,Winnie the Pooh parody on Shinjuku billboard
jp_065,IMG_0054.jpeg,クオンのドアップ画像ネタにできるぞw,We can meme Quon's close-up images lol,funny,tokusatsu,Gojuger Super Sentai face swap meme template
jp_066,IMG_0053.jpeg,#ERROR!,Puzzle & Dragons if +891 became monetization / 8 magic stones! ★6+ +891 summer gacha,sarcastic,gaming_puzzle,Fake Puzzle & Dragons gacha announcement parody
jp_067,IMG_0052.jpeg,今日の動画から,From today's video,funny,photoshop,Human face on seagull body
jp_068,IMG_0051.jpeg,中国外交部の劉勁松はやっぱりこのポーズがしっくり来るな。,China's Foreign Ministry Liu Jinsong really suits this pose,sarcastic,politics,Political figure taking selfie joke
jp_069,IMG_0050.jpeg,でも私高所得者をぶち殺すのが好きで / 魔法少女やってるとこあるから,But I like beating up high earners / That's why I'm a magical girl,sarcastic,anime_parody,Gag Manga Biyori rabbits discussing killing rich people
jp_070,IMG_0049.jpeg,嘘だッ!!! / USO,IT'S A LIE!!!,funny,wordplay,Mitsubishi FUSO truck with F removed = USO (lie) + Higurashi reference
jp_071,IMG_0048.jpeg,獣神化前の里香ちゃんが、どうしても城之内のソレにしか見えない,Pre-beast Rika-chan only looks like Jonouchi's that thing,funny,gaming_crossover,Monster Strike character looks like Yu-Gi-Oh's Jonouchi
jp_072,IMG_0047.jpeg,私はロボットではありませんでこれは完全に悪意しかないだろwwwwww,"""I'm not a robot"" this is purely malicious lolol",funny,tech_humor,CAPTCHA with awkward image to select
jp_073,IMG_0046.jpeg,ホンネ喫茶 / どうぞ勝手に,"Honest Cafe / Go ahead, do what you want",sarcastic,politics,Politician with dismissive subtitle on TV show
jp_074,IMG_0045.jpeg,スパイダー拉致,Spider abduction,funny,cosplay,Spider-Man cosplayer strapped to bed
jp_075,IMG_0044.jpeg,最近まで流行ってたヤツ 雑コラしたらホラーになった,"Recent trending thing, became horror after rough edit",funny,photoshop,Domino's workers multiplied into horror scene
jp_076,IMG_0043.jpeg,よし！！ワイもやってみるwww 実際萌えるかどうかはわからんが（汗）,Alright!! I'll try too www Not sure if it's actually cute though (sweat),funny,ai_art,AI anime girl glasses on/off meme
jp_077,IMG_0042.jpeg,だから！仕事だって！捜さないでって！狩りたくなるでしょ！,I said it's work! Don't look for me! You'll want to hunt!,funny,gaming_monsterhunter,Monster Hunter Now - monster appeared at work
jp_078,IMG_0041.jpeg,呪術廻船問屋,Jujutsu Kaisen Ship Wholesaler,funny,ai_art,AI-generated Edo period style Jujutsu Kaisen parody
jp_079,IMG_0040.jpeg,BLANKA / E. HONDA / KO 66 / STRIKE! / BOWLING ATTACK!,(English text),funny,ai_art,ChatGPT-generated Street Fighter bowling crossover
jp_080,IMG_0039.jpeg,巨大キノコに入ろうと思い、ピクミン達にエキス与えていざ出陣‼️...とした矢先、先に5人入られた時の私（右の子）,"Wanted to enter giant mushroom, gave Pikmin nectar... then 5 people entered first (me: right kid)",funny,gaming_pikmin,Captain Tsubasa used for Pikmin Bloom reaction
jp_081,IMG_0038.jpeg,ちょっと待ってなんかシュールなもの見つけた。どうなってんの桶川市。/ 桶川の美少女,Wait I found something surreal. What's going on Okegawa City? / Okegawa's Beautiful Girl,funny,real_life,Bizarre bikini girl statue in Japanese town
jp_082,IMG_0037.jpeg,あーウチのZERO団長...とうとうネギ作り始めましたwww はるーw,Ah our ZERO clan leader... finally started making green onions www,funny,gaming_clan,Gamer's face on green onion product package
jp_083,IMG_0036.jpeg,「わたしたち」の対義語「たわしねこ」,"Antonym of ""watashitachi"" (we) is ""tawashineko"" (scrub brush cat)",funny,wordplay,Cat that looks like a scrub brush - Japanese wordplay
jp_084,IMG_0035.jpeg,どうしても寺門ジモンさんに見えてしまう,I can only see Teramon Jimon,funny,comparison,Mr. Vampire character looks like Japanese comedian
jp_085,IMG_0034.jpeg,ネタになりそうな画像集その46。ミサミサセレクションの副産物です。またかよ。,Potential meme images collection #46. Byproduct of MisaMisa selection. Again?,funny,anime_captain_tsubasa,Captain Tsubasa funny face compilation
jp_086,IMG_0033.jpeg,黄砂に吹かれて,Blown by Yellow Sand,sarcastic,ai_art,AI-generated movie poster about yellow sand/dust
